日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2026-01-22,payment,β.A.C.会社費用,Edyチャージ_昼食代,"Suica Watch-3402",-,,,物販,JPY,0,100,0,0,100,常に集計に含める
2026-01-22,transfer,-,-,"三井住友カード プラチナ プラチナプリファード","Suica Watch-3402",,,モバイルSuica（AppleV）●,JPY,0,0,5000,0,5000,集計に含めない
2026-01-22,balance,-,-,"Suica Watch-3402",-,,,-,JPY,0,0,0,5000,5000,常に集計に含める
2026-01-22,payment,"γ.6.2C 自己投資・寄付","不動産投資 関連(経費)","アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,エキスパAI,JPY,0,11000,0,0,11000,常に集計に含める
2026-01-22,transfer,-,-,★住信SBIネット銀行(その他出費),お財布,,,"ATM から現金引出",JPY,0,0,10000,0,10000,集計に含めない
2026-01-22,transfer,-,-,★住信SBIネット銀行(その他出費),お財布,,,"ATM から現金引出",JPY,0,0,10000,0,10000,集計に含めない
2026-01-22,payment,β.6.1C.エ/交際/被服/趣味,交1_飲み会/カラオケ,お財布,-,青葉会,,-,JPY,0,6000,0,0,6000,常に集計に含める
2026-01-22,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-01-22,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-01-23,payment,β.A.C.会社費用,Edyチャージ_昼食代,"Suica Watch-3402",-,,,物販,JPY,0,180,0,0,180,常に集計に含める
2026-01-23,payment,β.A.C.会社費用,Edyチャージ_昼食代,"Suica Watch-3402",-,,,物販,JPY,0,130,0,0,130,常に集計に含める
2026-01-23,payment,β.8C.交通,電車,"Suica Watch-3402",-,,"TP前後 - TP名鉄金",交通機関,JPY,0,400,0,0,400,常に集計に含める
2026-01-23,payment,β.8C.交通,電車,"Suica Watch-3402",-,,"TP名鉄金 - TP前後",交通機関,JPY,0,400,0,0,400,常に集計に含める
2026-01-23,payment,β.A.C.会社費用,Edyチャージ_昼食代,"Suica Watch-3402",-,,,物販,JPY,0,100,0,0,100,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,"F 学校給食あげぱん","商品数量 * 3","アオキスーパー 豊明店",JPY,0,264,0,0,264,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,Yロイヤルブレッド8枚,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,十勝スライス,,"アオキスーパー 豊明店",JPY,0,178,0,0,178,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,ほうれん草,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,ごまたまご10個,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,"若鶏ササミ 国産",,"アオキスーパー 豊明店",JPY,0,161,0,0,161,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,若鶏ササミ（大）国産,,"アオキスーパー 豊明店",JPY,0,279,0,0,279,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,豚バラ肉スライス・米国産,,"アオキスーパー 豊明店",JPY,0,374,0,0,374,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,豚バラ肉スライス・米国産,,"アオキスーパー 豊明店",JPY,0,399,0,0,399,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,丸文もめんあつあげ4枚入,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,土付れんこん,,"アオキスーパー 豊明店",JPY,0,182,0,0,182,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,キャベツ,,"アオキスーパー 豊明店",JPY,0,125,0,0,125,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,"若鶏ムネ肉2枚入 国産",,"アオキスーパー 豊明店",JPY,0,546,0,0,546,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,"読取値引           10%",,"アオキスーパー 豊明店",JPY,0,-55,0,0,-55,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,なす,"商品数量 * 3","アオキスーパー 豊明店",JPY,0,210,0,0,210,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,"ナスマトメ       （   3個）",,"アオキスーパー 豊明店",JPY,0,-12,0,0,-12,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,269,0,0,269,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,岐阜県飛騨コシヒカリ5,,"アオキスーパー 豊明店",JPY,0,4280,0,0,4280,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,ピーマン,,"アオキスーパー 豊明店",JPY,0,128,0,0,128,常に集計に含める
2026-01-23,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,352,0,0,352,常に集計に含める
2026-01-23,payment,β.A.C.会社費用,Edyチャージ_昼食代,"三井住友カード プラチナ プラチナプリファード",-,,,ミンツストア大江,JPY,0,320,0,0,320,常に集計に含める
2026-01-23,payment,β.A.C.会社費用,Edyチャージ_昼食代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,Edyチャージ,JPY,0,10000,0,0,10000,常に集計に含める
2026-01-23,payment,β.8C.交通,ガソリン代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,出光興産,JPY,0,4920,0,0,4920,常に集計に含める
2026-01-23,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,4760,0,0,4760,集計に含めない
2026-01-23,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,3634,0,0,3634,集計に含めない
2026-01-23,income,"19.3 不労所得(LUUP)",-,-,"★MUFG(アパート経営) 熱田519",,,振込1（株）ループ,JPY,880,0,0,0,880,常に集計に含める
2026-01-23,payment,β.6.1C.エ/交際/被服/趣味,交1_飲み会/カラオケ,お財布,-,企画愚痴飲み会,,-,JPY,0,10000,0,0,10000,常に集計に含める
2026-01-24,balance,-,-,-,"大垣共立銀行 有松支店 証書貸付 ****564",,,-,JPY,0,0,0,247678,247678,常に集計に含める
2026-01-24,payment,β.8C.交通,マナカ/suicaチャージ,お財布,-,,,-,JPY,0,2000,0,0,2000,常に集計に含める
2026-01-24,payment,β.10.1C.こども服/雑貨/写真,こども服/アクセサリ,Amazon.co.jp,-,"asics（アシックス） 運動靴 LAZERBEAM KF-MG 25 キッズ 1154A199-001-190",,Amazon.co.jp,JPY,0,3293,0,0,3293,常に集計に含める
2026-01-24,payment,β.5C.日用雑貨,消耗品,Amazon.co.jp,-,"ジェットストリーム プライム 替芯 0・5mm SXR-200-05 （青3本） + ロコネコ試筆カード",,Amazon.co.jp,JPY,0,680,0,0,680,常に集計に含める
2026-01-24,payment,β.12.C.その他/使途不明,ポイントバック,Amazon.co.jp,-,Amazonポイント,,Amazon.co.jp,JPY,0,-680,0,0,-680,常に集計に含める
2026-01-24,payment,δ.19F.賃貸経営(個人事業),経費(個人事業),"au PAY まさはる",-,,,中部電力,JPY,0,1196,0,0,1196,常に集計に含める
2026-01-24,payment,β.6.1C.エ/交際/被服/趣味,エ4_イベント,"三井住友カード プラチナ プラチナプリファード",-,,,AmazonPay提携サイト,JPY,0,10230,0,0,10230,常に集計に含める
2026-01-24,payment,β.5C.日用雑貨,消耗品,"三井住友カード プラチナ プラチナプリファード",-,,,Amazon.co.jp,JPY,0,3293,0,0,3293,集計に含めない
2026-01-24,payment,β.20.2S.ご褒美,ご褒美(経費以外),"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,帆季珈琲テラス,JPY,0,1700,0,0,1700,常に集計に含める
2026-01-25,balance,-,-,"三井住友カード プラチナ プラチナプリファード",-,,,-,JPY,0,0,0,1230,1230,常に集計に含める
2026-01-25,payment,β.8C.交通,駐車場,"au PAY まさはる",-,,,オータケパーキング,JPY,0,100,0,0,100,常に集計に含める
2026-01-25,payment,δ.19F.賃貸経営(個人事業),経費(個人事業),"au PAY まさはる",-,,,ニトリ大曽根店,JPY,0,9379,0,0,9379,常に集計に含める
2026-01-25,payment,δ.19F.賃貸経営(個人事業),経費(個人事業),"au PAY まさはる",-,,,オータケパーキング,JPY,0,700,0,0,700,常に集計に含める
2026-01-25,payment,β.2C.食費,外食,お財布,-,ざる(並),,"伊予製麺 名古屋みなと店",JPY,0,390,0,0,390,常に集計に含める
2026-01-25,payment,δ.19F.賃貸経営(個人事業),経費(個人事業),"三井住友カード プラチナ プラチナプリファード",-,,,ドラッグスギヤマ杉栄店,JPY,0,566,0,0,566,常に集計に含める
2026-01-25,payment,β.6.1C.エ/交際/被服/趣味,エ1_レジャー/ゲーム/アプリ/マンガ,"三井住友カード プラチナ プラチナプリファード",-,,,メルカリ,JPY,0,14510,0,0,14510,常に集計に含める
2026-01-25,payment,δ.21F.AIリスキリング,経費,"三井住友カード プラチナ プラチナプリファード",-,,,"AQUA VOICE",JPY,0,1649,0,0,1649,常に集計に含める
2026-01-25,payment,δ.21F.AIリスキリング,経費,"三井住友カード プラチナ プラチナプリファード",-,,,"CURSOR, AI POWERED I",JPY,0,3239,0,0,3239,常に集計に含める
2026-01-25,payment,β.20.2S.ご褒美,ご褒美(経費以外),"三井住友カード プラチナ プラチナプリファード",-,,,サイゼリヤ/NFC,JPY,0,950,0,0,950,常に集計に含める
2026-01-25,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,770,0,0,770,常に集計に含める
2026-01-25,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,630,0,0,630,常に集計に含める
2026-01-25,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,330,0,0,330,常に集計に含める
2026-01-26,payment,γ.10.2C.こども教育,"珠己 習いごと",★名古屋銀行(生活子ども),-,,,JCB）ロボツトペイ,JPY,0,24800,0,0,24800,常に集計に含める
2026-01-26,payment,γ.10.2C.こども教育,"珠己 塾/図書",★名古屋銀行(生活子ども),-,,,MHF）ニチノウケントウ,JPY,0,41140,0,0,41140,常に集計に含める
2026-01-26,payment,γ.10.2C.こども教育,"紗和 習いごと",★東海労金(生活こども),-,,,MHF）コドモタイイク,JPY,0,5830,0,0,5830,常に集計に含める
2026-01-26,balance,-,-,-,"三井住友カード プラチナ プラチナプリファード",,,-,JPY,0,0,0,258121,258121,常に集計に含める
2026-01-26,income,0.2給与所得_千景,-,-,へそくり,,,-,JPY,60000,0,0,0,60000,常に集計に含める
2026-01-26,income,0.2給与所得_千景,-,-,お財布,,,-,JPY,857,0,0,0,857,常に集計に含める
2026-01-26,payment,δ.19F.賃貸経営(法人),[不]外注管理(法人),"★PayPay銀行 普通預金 ****600",-,,,DF・スターキヤツト,JPY,0,5104,0,0,5104,常に集計に含める
2026-01-26,payment,δ.19F.賃貸経営(法人),[不]修繕費(法人),"★PayPay銀行 普通預金 ****600",-,,,振込（株）ミニテツク,JPY,0,9350,0,0,9350,常に集計に含める
2026-01-26,payment,β.11.2F.維持(他生活インフラ),手数料,"★PayPay銀行 普通預金 ****600",-,,,振込手数料,JPY,0,145,0,0,145,常に集計に含める
2026-01-26,payment,δ.19F.賃貸経営(法人),[不]修繕費(法人),"★PayPay銀行 普通預金 ****600",-,,,振込（株）ミニテツク,JPY,0,12100,0,0,12100,常に集計に含める
2026-01-26,payment,β.11.2F.維持(他生活インフラ),手数料,"★PayPay銀行 普通預金 ****600",-,,,振込手数料,JPY,0,145,0,0,145,常に集計に含める
2026-01-26,payment,δ.19F.賃貸経営(個人事業),火災保険(個人事業),"★滋賀銀行 草津支店 普通預金 ***658",-,,,"保険料 アイオイニツセイドウワソ",JPY,0,81850,0,0,81850,常に集計に含める
2026-01-26,income,0.6.返金/その他,-,-,"★滋賀銀行 草津支店 普通預金 ***658",,,"振 替 Vデビツト",JPY,120,0,0,0,120,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,北海道牛乳,,"アオキスーパー 豊明店",JPY,0,228,0,0,228,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,かつおパックはごろも舞,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,ミニ濃厚宇治抹茶ブラウニ,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,豚肉小間切れ,,"アオキスーパー 豊明店",JPY,0,339,0,0,339,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,豚バラスライス小（国産）,,"アオキスーパー 豊明店",JPY,0,258,0,0,258,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,旨味納豆,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,コアラのマーチチョコ,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,クノール中華スープ,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"稲葉ピーナツ 福豆",,"アオキスーパー 豊明店",JPY,0,98,0,0,98,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,ごぼう,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,Yランチパック苺ジャム,"商品数量 * 3","アオキスーパー 豊明店",JPY,0,300,0,0,300,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,コンソメ顆粒袋,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,ドデカイ焼そばソースマヨ,,"アオキスーパー 豊明店",JPY,0,108,0,0,108,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"平和 そばぼうろ",,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"伊賀屋食品 木綿とうふ",,"アオキスーパー 豊明店",JPY,0,118,0,0,118,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"さとの雪 こくとろ",,"アオキスーパー 豊明店",JPY,0,78,0,0,78,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,小粒減塩うめぼししそ風味,,"アオキスーパー 豊明店",JPY,0,258,0,0,258,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,ピーマン,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,じやがいも,,"アオキスーパー 豊明店",JPY,0,250,0,0,250,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,おいしいって幸せバナナ,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,こまつ菜,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"天狗 横綱あられ115g",,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,コンソメベビーチーズ,,"アオキスーパー 豊明店",JPY,0,108,0,0,108,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,フィラクリーム6Pプレー,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,アーモンドCポッキー,"商品数量 * 2","アオキスーパー 豊明店",JPY,0,316,0,0,316,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"まとめ値引き（   2個）",,"アオキスーパー 豊明店",JPY,0,-16,0,0,-16,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,たまねぎ,"商品数量 * 4","アオキスーパー 豊明店",JPY,0,220,0,0,220,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,"たまねぎまと（   4個）",,"アオキスーパー 豊明店",JPY,0,-20,0,0,-20,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,367,0,0,367,常に集計に含める
2026-01-26,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,4962,0,0,4962,集計に含めない
2026-01-26,payment,β.11.2F.維持(他生活インフラ),浄化槽維持,★大垣共立銀行(生活インフラ),-,,,"口座振替 DF・パージサービ",JPY,0,14850,0,0,14850,常に集計に含める
2026-01-26,transfer,-,-,★住信SBIネット銀行(その他出費),"Amazon.co.jp カード",,,"口座振替 三井住友カード",JPY,0,0,258121,0,258121,集計に含めない
2026-01-26,balance,-,-,"Amazon.co.jp カード",-,,,-,JPY,0,0,0,258121,258121,常に集計に含める
2026-01-26,transfer,-,-,★住信SBIネット銀行(その他出費),bloomo証券,,,振込*ブルーモシヨウケン（株）,JPY,0,0,8000,0,8000,集計に含めない
2026-01-26,payment,δ.19F.賃貸経営(個人事業),[不]外注管理費(個人事業),"★MUFG(アパート経営) 熱田519",-,,,"口座振替4 キツズウエイ（SMCC",JPY,0,14226,0,0,14226,常に集計に含める
2026-01-26,income,"19.1 家賃収入(個人)",-,-,"★MUFG(アパート経営) 熱田519",,,振込1（株）ホームプランナー,JPY,301193,0,0,0,301193,常に集計に含める
2026-01-26,payment,β.2C.食費,食料品,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,クイックペイ,JPY,0,1246,0,0,1246,常に集計に含める
2026-01-26,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-01-26,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,1040,0,0,1040,常に集計に含める
2026-01-27,payment,δ.19F.賃貸経営(個人事業),ローン返済(個人事業),"★滋賀銀行 草津支店 普通預金 ***658",-,,,ご返済,JPY,0,9652,0,0,9652,常に集計に含める
2026-01-27,payment,δ.19F.賃貸経営(個人事業),ローン返済(個人事業),"★滋賀銀行 草津支店 普通預金 ***658",-,,,ご返済,JPY,0,185263,0,0,185263,常に集計に含める
2026-01-27,payment,"γ.6.2C 自己投資・寄付",教育ローンなど,★名古屋銀行(生活子ども),-,,,シヨウガシモトキン,JPY,0,12892,0,0,12892,常に集計に含める
2026-01-27,payment,"γ.6.2C 自己投資・寄付",教育ローンなど,★名古屋銀行(生活子ども),-,,,シヨウガシリソク,JPY,0,10848,0,0,10848,常に集計に含める
2026-01-27,payment,α.10.3F.学資保険,"円香 学資保険",★東海労金(生活こども),-,,,アフラック,JPY,0,41490,0,0,41490,常に集計に含める
2026-01-27,payment,γ.10.2C.こども教育,DWE,★東海労金(生活こども),-,,,"JC ワールドフアミリー",JPY,0,3740,0,0,3740,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,やみつきクランキーシェア,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,トマト（徳用）,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,トワイニングイングリッシ,,"アオキスーパー 豊明店",JPY,0,418,0,0,418,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,おいしい中華そばみそ,,"アオキスーパー 豊明店",JPY,0,218,0,0,218,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,ほうれん草,,"アオキスーパー 豊明店",JPY,0,128,0,0,128,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,S丸大豆せんべい,,"アオキスーパー 豊明店",JPY,0,158,0,0,158,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,Fソースコロッケ,"商品数量 * 2","アオキスーパー 豊明店",JPY,0,216,0,0,216,常に集計に含める
2026-01-27,payment,β.2C.食費,食料品,スマートレシート,-,税金・値引き,,"アオキスーパー 豊明店",JPY,0,138,0,0,138,常に集計に含める
2026-01-27,payment,α.13.1F.生命保険,ソニー生命,★大垣共立銀行(生活インフラ),-,,,ソニー生命,JPY,0,32725,0,0,32725,常に集計に含める
2026-01-27,payment,β.3C.水道/光熱,太陽光発電ローン,★大垣共立銀行(生活インフラ),-,,,"クレカ オリコカード",JPY,0,8165,0,0,8165,常に集計に含める
2026-01-27,payment,α.13.1F.生命保険,プルデンシャル生命,★大垣共立銀行(生活インフラ),-,,,プルデンシャル生命保険,JPY,0,10346,0,0,10346,常に集計に含める
2026-01-27,payment,β.15F.奨学金返済,奨学金返済,★大垣共立銀行(生活インフラ),-,,,"口座振替 ニホンガクセイシエンキコ",JPY,0,20798,0,0,20798,常に集計に含める
2026-01-27,payment,δ.19F.賃貸経営(個人事業),[不]修繕費(個人事業),"三井住友カード プラチナ プラチナプリファード",-,,,Fintoカード後払い,JPY,0,100372,0,0,100372,常に集計に含める
2026-01-27,payment,"γ.6.2C 自己投資・寄付",教育ローンなど,★住信SBIネット銀行(その他出費),-,,,"約定返済 円 目的ローン（教育）",JPY,0,4897,0,0,4897,常に集計に含める
2026-01-27,payment,β.11.1F.クルマ維持,自動車ローン,★住信SBIネット銀行(その他出費),-,,,"口座振替 AP（BMWJF",JPY,0,24600,0,0,24600,常に集計に含める
2026-01-27,transfer,-,-,"★MUFG(アパート経営) 熱田519","楽天カード(JCB) -9953",,,"口座振替4 楽天カードサービ",JPY,0,0,1749,0,1749,集計に含めない
2026-01-27,balance,-,-,"楽天カード(JCB) -9953",-,,,-,JPY,0,0,0,1749,1749,常に集計に含める
2026-01-27,transfer,-,-,"★MUFG(アパート経営) 熱田519",★住信SBIネット銀行(その他出費),,,"口座振替4 SMBC（スミシンSBI",JPY,0,0,45000,0,45000,集計に含めない
2026-01-27,balance,-,-,★住信SBIネット銀行(その他出費),-,,,-,JPY,0,0,0,45000,45000,常に集計に含める
2026-01-27,transfer,-,-,"★MUFG(アパート経営) 熱田519",FamiPay,,,"口座振替 RTK FAMIPAY",JPY,0,0,4962,0,4962,集計に含めない
2026-01-27,payment,α.13.1F.生命保険,ソニー生命,"楽天銀行(円香)ノエル支店 ",-,,,ソニー生命,JPY,0,4000,0,0,4000,常に集計に含める
2026-01-27,payment,α.13.1F.生命保険,ソニー生命,"楽天銀行(紗和)タイコ支店 普通 ****984",-,,,ソニー生命,JPY,0,4000,0,0,4000,常に集計に含める
2026-01-27,payment,α.13.1F.生命保険,ソニー生命,"楽天銀行(珠己)スネア支店 普通 ****968",-,,,ソニー生命,JPY,0,4000,0,0,4000,常に集計に含める
2026-01-27,payment,β.12.C.その他/使途不明,未分類,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,アオキスーパー,JPY,0,1872,0,0,1872,集計に含めない
2026-01-27,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,560,0,0,560,常に集計に含める
2026-01-27,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,560,0,0,560,常に集計に含める
2026-01-27,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,460,0,0,460,常に集計に含める
2026-01-27,payment,β.8C.交通,高速代,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,"ETC 利用料",JPY,0,460,0,0,460,常に集計に含める
2026-01-28,balance,-,-,"アメリカン・エキスプレス MARRIOTT BONVOY アメリカン・エキスプレス・プレミ...",-,,,-,JPY,0,0,0,330,330,常に集計に含める
2026-01-28,payment,β.A.C.会社費用,Edyチャージ_昼食代,"au PAY まさはる",-,,,オフィスグリコアプリ,JPY,0,160,0,0,160,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,岩田食品,,"アオキスーパー 豊明店",JPY,0,260,0,0,260,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,ミニ濃厚宇治抹茶ブラウニ,,"アオキスーパー 豊明店",JPY,0,298,0,0,298,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,ホクトマイタケ,,"アオキスーパー 豊明店",JPY,0,100,0,0,100,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,肉まん,,"アオキスーパー 豊明店",JPY,0,268,0,0,268,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,苺のメロンパン苺ジャム&,"商品数量 * 3","アオキスーパー 豊明店",JPY,0,324,0,0,324,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,国産小麦煎茶カンパーニュ,,"アオキスーパー 豊明店",JPY,0,198,0,0,198,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,カップヌードルカレー,,"アオキスーパー 豊明店",JPY,0,128,0,0,128,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,カップヌードルしょうゆ,,"アオキスーパー 豊明店",JPY,0,128,0,0,128,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,岩田食品,,"アオキスーパー 豊明店",JPY,0,231,0,0,231,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,"衣笠製麺 うどん","商品数量 * 2","アオキスーパー 豊明店",JPY,0,76,0,0,76,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,スマイルUP!ロースハム,,"アオキスーパー 豊明店",JPY,0,288,0,0,288,常に集計に含める
2026-01-28,payment,β.2C.食費,食料品,スマートレシート,-,小判てんぷら,,"アオキスーパー 豊明店",JPY,0,178,0,0,178,常に集計に含める
